                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    160,                 1.3605,                0.67788,                0.99112,                0.82656,                0.55392,                0.63306,                0.34116,                 1.3301,                0.59072,                 1.0076,               0.004786,               0.004786,               0.004786
                    161,                 1.3606,                 0.6787,                0.99057,                0.82523,                0.55402,                0.63288,                 0.3412,                 1.3298,                0.59054,                 1.0074,               0.004753,               0.004753,               0.004753
                    162,                 1.3601,                0.68191,                0.98849,                0.82557,                0.55369,                0.63291,                0.34139,                 1.3298,                0.58996,                 1.0073,                0.00472,                0.00472,                0.00472
                    163,                 1.3638,                0.67852,                0.99231,                0.82577,                 0.5542,                0.63352,                0.34162,                 1.3296,                0.58984,                 1.0073,               0.004687,               0.004687,               0.004687
                    164,                 1.3562,                0.67699,                0.98769,                0.82626,                0.55425,                0.63356,                0.34149,                 1.3294,                0.58948,                 1.0071,               0.004654,               0.004654,               0.004654
                    165,                 1.3602,                0.67967,                0.99079,                0.82587,                0.55412,                0.63347,                0.34137,                 1.3294,                0.58935,                 1.0073,               0.004621,               0.004621,               0.004621
                    166,                 1.3535,                0.67376,                0.98673,                0.82726,                0.55436,                0.63382,                0.34173,                 1.3293,                0.58908,                 1.0073,               0.004588,               0.004588,               0.004588
                    167,                 1.3575,                 0.6761,                0.99138,                0.82599,                0.55471,                0.63366,                0.34157,                 1.3293,                0.58896,                 1.0073,               0.004555,               0.004555,               0.004555
                    168,                 1.3552,                0.67288,                 0.9878,                0.82602,                0.55449,                0.63393,                0.34187,                 1.3294,                0.58882,                 1.0073,               0.004522,               0.004522,               0.004522
                    169,                   1.36,                0.67704,                0.98764,                0.82613,                0.55421,                 0.6339,                  0.342,                 1.3292,                0.58844,                 1.0072,               0.004489,               0.004489,               0.004489
                    170,                 1.3552,                0.67637,                0.98979,                0.82649,                0.55343,                0.63351,                0.34228,                 1.3293,                0.58816,                 1.0072,               0.004456,               0.004456,               0.004456
                    171,                 1.3534,                0.67386,                 0.9914,                0.82715,                0.55347,                0.63363,                0.34223,                 1.3292,                0.58792,                 1.0071,               0.004423,               0.004423,               0.004423
                    172,                  1.351,                0.67177,                0.98792,                0.82616,                0.55343,                0.63372,                0.34239,                 1.3292,                0.58784,                 1.0071,                0.00439,                0.00439,                0.00439
                    173,                 1.3505,                0.67166,                0.98884,                0.82556,                0.55388,                 0.6339,                0.34246,                 1.3292,                0.58732,                 1.0071,               0.004357,               0.004357,               0.004357
                    174,                 1.3579,                0.67493,                 0.9908,                0.82571,                0.55353,                0.63399,                0.34258,                  1.329,                0.58704,                  1.007,               0.004324,               0.004324,               0.004324
                    175,                 1.3508,                0.67169,                0.98861,                0.82545,                0.55255,                 0.6333,                0.34272,                 1.3289,                0.58701,                 1.0069,               0.004291,               0.004291,               0.004291
                    176,                 1.3554,                0.67474,                0.98644,                0.82523,                0.55275,                0.63357,                0.34269,                 1.3289,                0.58682,                 1.0069,               0.004258,               0.004258,               0.004258
                    177,                 1.3573,                0.67108,                0.98482,                0.82587,                0.55319,                0.63386,                0.34288,                 1.3288,                0.58651,                 1.0068,               0.004225,               0.004225,               0.004225
                    178,                 1.3527,                0.67021,                0.98847,                0.82658,                0.55338,                0.63437,                0.34309,                 1.3286,                0.58672,                 1.0067,               0.004192,               0.004192,               0.004192
                    179,                 1.3435,                0.66617,                0.98638,                0.82482,                0.55368,                0.63379,                  0.343,                 1.3284,                0.58667,                 1.0066,               0.004159,               0.004159,               0.004159
                    180,                 1.3536,                0.67269,                0.98824,                0.82754,                 0.5525,                0.63405,                0.34317,                  1.328,                0.58654,                 1.0065,               0.004126,               0.004126,               0.004126
                    181,                 1.3479,                0.67108,                0.98709,                 0.8272,                0.55235,                0.63396,                0.34326,                 1.3279,                0.58644,                 1.0065,               0.004093,               0.004093,               0.004093
                    182,                 1.3417,                0.66367,                0.98255,                0.82548,                0.55378,                0.63396,                0.34317,                 1.3279,                0.58615,                 1.0064,                0.00406,                0.00406,                0.00406
                    183,                 1.3506,                0.67055,                0.98606,                0.82441,                0.55384,                0.63389,                0.34303,                 1.3276,                0.58593,                 1.0062,               0.004027,               0.004027,               0.004027
                    184,                 1.3402,                0.66512,                0.98497,                0.82432,                0.55396,                 0.6343,                0.34318,                 1.3272,                0.58589,                 1.0061,               0.003994,               0.003994,               0.003994
                    185,                 1.3476,                0.66572,                0.98524,                0.82387,                0.55442,                0.63424,                0.34343,                  1.327,                0.58582,                 1.0059,               0.003961,               0.003961,               0.003961
                    186,                 1.3514,                0.66669,                0.98533,                0.82396,                0.55412,                0.63464,                0.34334,                 1.3271,                0.58562,                 1.0058,               0.003928,               0.003928,               0.003928
                    187,                 1.3481,                0.66949,                0.98588,                0.82506,                0.55397,                0.63453,                0.34357,                 1.3272,                0.58563,                 1.0059,               0.003895,               0.003895,               0.003895
                    188,                 1.3486,                0.66407,                0.98386,                  0.824,                0.55413,                0.63456,                0.34367,                 1.3271,                0.58584,                 1.0058,               0.003862,               0.003862,               0.003862
                    189,                 1.3432,                 0.6625,                0.98552,                 0.8245,                0.55402,                0.63437,                0.34367,                  1.327,                0.58587,                 1.0058,               0.003829,               0.003829,               0.003829
                    190,                 1.3464,                 0.6655,                0.98463,                0.82247,                0.55494,                0.63514,                0.34364,                  1.327,                0.58567,                 1.0057,               0.003796,               0.003796,               0.003796
                    191,                 1.3392,                0.66056,                0.98377,                0.82379,                0.55427,                0.63507,                0.34372,                 1.3268,                0.58581,                 1.0056,               0.003763,               0.003763,               0.003763
                    192,                 1.3409,                0.66068,                0.98347,                 0.8232,                0.55474,                0.63537,                0.34361,                 1.3266,                0.58574,                 1.0055,                0.00373,                0.00373,                0.00373
                    193,                 1.3443,                0.66483,                0.98454,                0.82259,                0.55516,                0.63514,                0.34364,                 1.3266,                0.58565,                 1.0055,               0.003697,               0.003697,               0.003697
                    194,                 1.3424,                0.66293,                0.98034,                0.82476,                0.55474,                0.63523,                0.34369,                 1.3264,                0.58597,                 1.0055,               0.003664,               0.003664,               0.003664
                    195,                 1.3364,                0.66169,                0.98331,                0.82378,                0.55515,                0.63541,                0.34383,                 1.3262,                0.58583,                 1.0054,               0.003631,               0.003631,               0.003631
                    196,                 1.3357,                0.65875,                0.98083,                0.82561,                0.55466,                0.63539,                0.34401,                 1.3264,                0.58553,                 1.0055,               0.003598,               0.003598,               0.003598
                    197,                 1.3376,                0.66148,                0.98121,                0.82485,                0.55535,                0.63549,                0.34413,                 1.3264,                0.58569,                 1.0054,               0.003565,               0.003565,               0.003565
                    198,                 1.3356,                0.65735,                0.98116,                0.82474,                 0.5555,                0.63568,                0.34423,                 1.3265,                0.58561,                 1.0055,               0.003532,               0.003532,               0.003532
                    199,                 1.3422,                0.66173,                0.98166,                0.82604,                0.55505,                0.63582,                0.34425,                 1.3267,                0.58572,                 1.0054,               0.003499,               0.003499,               0.003499
                    200,                 1.3381,                0.65961,                0.98269,                0.82542,                0.55569,                 0.6361,                0.34465,                 1.3266,                0.58572,                 1.0055,               0.003466,               0.003466,               0.003466
                    201,                 1.3346,                0.65792,                0.98265,                0.82729,                 0.5551,                0.63659,                0.34436,                 1.3267,                0.58536,                 1.0055,               0.003433,               0.003433,               0.003433
                    202,                 1.3293,                0.65254,                0.97846,                0.82559,                 0.5556,                0.63664,                0.34472,                 1.3267,                0.58525,                 1.0055,                 0.0034,                 0.0034,                 0.0034
                    203,                 1.3385,                0.65796,                0.97954,                0.82573,                0.55525,                0.63674,                0.34476,                 1.3268,                 0.5849,                 1.0054,               0.003367,               0.003367,               0.003367
                    204,                 1.3289,                0.65451,                0.97813,                0.82564,                0.55535,                0.63653,                0.34502,                 1.3268,                0.58477,                 1.0054,               0.003334,               0.003334,               0.003334
                    205,                 1.3332,                0.65623,                0.97782,                  0.827,                0.55499,                0.63665,                0.34483,                 1.3269,                0.58471,                 1.0053,               0.003301,               0.003301,               0.003301
                    206,                 1.3321,                0.65534,                0.97912,                0.82734,                0.55445,                0.63653,                0.34499,                 1.3269,                0.58478,                 1.0054,               0.003268,               0.003268,               0.003268
                    207,                 1.3363,                0.65709,                 0.9789,                0.82838,                0.55445,                0.63706,                0.34501,                 1.3267,                0.58445,                 1.0053,               0.003235,               0.003235,               0.003235
                    208,                 1.3293,                0.65415,                0.97973,                0.82761,                0.55481,                0.63673,                0.34475,                  1.327,                0.58425,                 1.0053,               0.003202,               0.003202,               0.003202
                    209,                 1.3353,                0.65727,                0.97824,                0.82762,                0.55529,                0.63693,                0.34461,                 1.3271,                0.58431,                 1.0052,               0.003169,               0.003169,               0.003169
                    210,                 1.3279,                0.65116,                0.97499,                0.82611,                0.55597,                0.63706,                0.34464,                 1.3269,                0.58407,                  1.005,               0.003136,               0.003136,               0.003136
                    211,                 1.3313,                0.65234,                0.97816,                0.82626,                0.55579,                0.63695,                0.34471,                 1.3268,                0.58389,                 1.0048,               0.003103,               0.003103,               0.003103
                    212,                 1.3289,                0.65224,                0.98015,                0.82649,                0.55558,                0.63689,                0.34509,                 1.3269,                0.58408,                 1.0048,                0.00307,                0.00307,                0.00307
                    213,                 1.3242,                0.64951,                0.97583,                0.82574,                 0.5562,                0.63714,                0.34496,                 1.3267,                0.58383,                 1.0047,               0.003037,               0.003037,               0.003037
                    214,                 1.3254,                0.65301,                0.97522,                0.82596,                0.55604,                 0.6373,                0.34479,                 1.3268,                0.58347,                 1.0046,               0.003004,               0.003004,               0.003004
                    215,                 1.3273,                0.65115,                0.97424,                0.82477,                0.55617,                0.63733,                0.34503,                 1.3268,                0.58333,                 1.0045,               0.002971,               0.002971,               0.002971
                    216,                 1.3198,                0.64455,                0.97218,                0.82528,                0.55599,                0.63721,                0.34493,                 1.3269,                0.58326,                 1.0044,               0.002938,               0.002938,               0.002938
                    217,                 1.3197,                0.64555,                0.97685,                0.82458,                0.55667,                0.63771,                0.34522,                 1.3266,                0.58292,                 1.0043,               0.002905,               0.002905,               0.002905
                    218,                 1.3192,                0.64702,                0.97282,                0.82304,                0.55778,                0.63783,                0.34518,                 1.3269,                0.58265,                 1.0042,               0.002872,               0.002872,               0.002872
                    219,                 1.3155,                0.64615,                0.97342,                0.82377,                0.55726,                0.63781,                0.34542,                 1.3271,                0.58272,                 1.0043,               0.002839,               0.002839,               0.002839
                    220,                 1.3172,                0.64597,                0.97521,                0.82352,                0.55805,                0.63805,                0.34554,                 1.3272,                0.58258,                 1.0043,               0.002806,               0.002806,               0.002806
                    221,                 1.3197,                0.64495,                0.97415,                0.82281,                 0.5582,                0.63824,                0.34567,                 1.3271,                0.58209,                 1.0043,               0.002773,               0.002773,               0.002773
                    222,                 1.3155,                0.64493,                0.97286,                0.82303,                 0.5581,                0.63792,                0.34578,                 1.3272,                0.58218,                 1.0042,                0.00274,                0.00274,                0.00274
                    223,                 1.3058,                0.64009,                0.97206,                 0.8241,                0.55785,                0.63828,                0.34614,                 1.3272,                0.58238,                 1.0042,               0.002707,               0.002707,               0.002707
                    224,                 1.3145,                0.64162,                0.97335,                0.82366,                0.55811,                0.63852,                0.34642,                 1.3269,                 0.5821,                  1.004,               0.002674,               0.002674,               0.002674
                    225,                 1.3184,                0.64613,                0.97399,                0.82315,                0.55839,                0.63871,                0.34641,                 1.3265,                 0.5821,                 1.0039,               0.002641,               0.002641,               0.002641
                    226,                  1.319,                0.64176,                0.97114,                0.82401,                0.55806,                  0.639,                0.34655,                 1.3265,                0.58218,                 1.0038,               0.002608,               0.002608,               0.002608
                    227,                 1.3133,                0.64004,                0.97166,                  0.824,                0.55785,                0.63907,                0.34642,                 1.3264,                0.58216,                 1.0038,               0.002575,               0.002575,               0.002575
                    228,                 1.3172,                0.64167,                0.97184,                  0.824,                  0.558,                0.63925,                0.34689,                 1.3261,                0.58202,                 1.0039,               0.002542,               0.002542,               0.002542
                    229,                 1.3072,                0.63918,                0.97226,                0.82452,                0.55775,                 0.6391,                0.34703,                 1.3261,                0.58201,                 1.0039,               0.002509,               0.002509,               0.002509
                    230,                 1.3166,                0.63981,                 0.9714,                0.82447,                0.55829,                 0.6395,                0.34724,                 1.3259,                0.58193,                 1.0038,               0.002476,               0.002476,               0.002476
                    231,                 1.3148,                0.64031,                0.97158,                0.82434,                0.55805,                0.63943,                 0.3472,                  1.326,                0.58157,                 1.0038,               0.002443,               0.002443,               0.002443
                    232,                 1.3059,                0.63532,                0.96838,                0.82427,                0.55883,                0.63974,                0.34757,                 1.3255,                0.58141,                 1.0036,                0.00241,                0.00241,                0.00241
                    233,                 1.3115,                0.63841,                0.97033,                0.82429,                0.55869,                0.63968,                0.34763,                 1.3257,                0.58155,                 1.0037,               0.002377,               0.002377,               0.002377
                    234,                 1.3013,                0.63355,                0.96933,                0.82559,                0.55816,                0.63973,                0.34783,                 1.3253,                 0.5814,                 1.0035,               0.002344,               0.002344,               0.002344
                    235,                  1.299,                 0.6326,                0.96709,                0.82627,                 0.5581,                0.63965,                0.34799,                 1.3256,                0.58135,                 1.0035,               0.002311,               0.002311,               0.002311
                    236,                 1.3036,                0.63394,                0.96996,                0.82546,                0.55918,                0.63993,                0.34827,                 1.3251,                0.58139,                 1.0035,               0.002278,               0.002278,               0.002278
                    237,                 1.3048,                 0.6356,                0.96859,                0.82497,                0.56021,                0.64046,                0.34891,                 1.3249,                0.58146,                 1.0034,               0.002245,               0.002245,               0.002245
                    238,                 1.3006,                0.63233,                0.96996,                0.82466,                0.56035,                0.64074,                0.34895,                 1.3249,                0.58126,                 1.0034,               0.002212,               0.002212,               0.002212
                    239,                 1.3131,                0.63857,                0.97315,                0.82394,                0.56065,                0.64074,                0.34898,                 1.3249,                0.58141,                 1.0035,               0.002179,               0.002179,               0.002179
                    240,                 1.3108,                0.63706,                0.97158,                0.82427,                0.56075,                0.64092,                0.34922,                 1.3248,                0.58127,                 1.0035,               0.002146,               0.002146,               0.002146
                    241,                 1.2968,                0.63298,                0.96814,                0.82427,                0.56047,                0.64103,                0.34931,                 1.3249,                0.58138,                 1.0036,               0.002113,               0.002113,               0.002113
                    242,                  1.298,                0.63112,                0.96519,                0.82379,                 0.5605,                0.64119,                0.34932,                 1.3248,                0.58139,                 1.0036,                0.00208,                0.00208,                0.00208
                    243,                 1.2945,                0.62723,                 0.9649,                0.82462,                0.56026,                0.64131,                0.34936,                 1.3249,                0.58146,                 1.0035,               0.002047,               0.002047,               0.002047
                    244,                 1.2958,                0.62663,                0.96582,                0.82466,                0.56021,                 0.6413,                0.34952,                 1.3247,                0.58134,                 1.0034,               0.002014,               0.002014,               0.002014
                    245,                 1.3012,                0.62934,                0.96644,                0.82466,                0.56013,                0.64147,                0.34946,                  1.325,                 0.5814,                 1.0036,               0.001981,               0.001981,               0.001981
                    246,                  1.294,                0.62692,                0.96783,                 0.8263,                0.55913,                0.64104,                0.34912,                 1.3253,                0.58135,                 1.0036,               0.001948,               0.001948,               0.001948
                    247,                  1.297,                0.62833,                0.96434,                0.82494,                0.55967,                0.64113,                0.34928,                 1.3255,                 0.5813,                 1.0036,               0.001915,               0.001915,               0.001915
                    248,                 1.2916,                0.62731,                 0.9652,                0.82662,                0.55912,                0.64142,                0.34921,                 1.3255,                0.58125,                 1.0036,               0.001882,               0.001882,               0.001882
                    249,                 1.2874,                0.62193,                0.96326,                0.82658,                0.55993,                0.64167,                0.34918,                 1.3261,                0.58143,                 1.0037,               0.001849,               0.001849,               0.001849
                    250,                 1.2994,                0.62638,                0.96512,                0.82618,                0.56023,                0.64205,                0.34918,                 1.3261,                0.58162,                 1.0037,               0.001816,               0.001816,               0.001816
                    251,                  1.293,                0.62706,                0.96573,                0.82672,                0.56055,                0.64226,                0.34939,                 1.3261,                0.58145,                 1.0038,               0.001783,               0.001783,               0.001783
                    252,                 1.2876,                0.62387,                0.96027,                 0.8271,                0.55957,                0.64236,                0.34923,                 1.3262,                0.58179,                 1.0037,                0.00175,                0.00175,                0.00175
                    253,                 1.2878,                0.62273,                0.96041,                0.82664,                0.55922,                0.64211,                0.34928,                 1.3264,                0.58163,                 1.0037,               0.001717,               0.001717,               0.001717
                    254,                 1.2917,                0.62056,                0.96255,                0.82564,                0.56021,                  0.642,                0.34924,                 1.3264,                0.58157,                 1.0038,               0.001684,               0.001684,               0.001684
                    255,                  1.292,                0.62485,                0.96082,                 0.8261,                0.55993,                0.64192,                 0.3491,                 1.3265,                0.58147,                 1.0038,               0.001651,               0.001651,               0.001651
                    256,                 1.2835,                0.62036,                0.96122,                0.82533,                0.55996,                 0.6419,                0.34927,                 1.3264,                0.58141,                 1.0038,               0.001618,               0.001618,               0.001618
                    257,                 1.2875,                0.62276,                0.95954,                0.82592,                0.55991,                0.64201,                0.34945,                 1.3264,                0.58152,                 1.0038,               0.001585,               0.001585,               0.001585
                    258,                 1.2869,                0.61985,                0.96011,                0.82681,                0.55996,                0.64185,                 0.3492,                 1.3265,                0.58145,                 1.0037,               0.001552,               0.001552,               0.001552
                    259,                  1.274,                0.61597,                 0.9602,                0.82617,                0.56021,                0.64191,                0.34949,                 1.3267,                0.58119,                 1.0038,               0.001519,               0.001519,               0.001519
                    260,                 1.2888,                0.62277,                0.96148,                 0.8263,                0.56023,                 0.6422,                 0.3494,                 1.3267,                0.58122,                 1.0037,               0.001486,               0.001486,               0.001486
                    261,                 1.2826,                0.61716,                0.96207,                0.82674,                0.56016,                 0.6422,                0.34924,                 1.3269,                0.58129,                 1.0038,               0.001453,               0.001453,               0.001453
                    262,                  1.279,                0.61271,                0.95932,                0.82688,                0.56001,                0.64199,                0.34946,                 1.3269,                0.58127,                 1.0039,                0.00142,                0.00142,                0.00142
                    263,                 1.2758,                0.61523,                 0.9586,                0.82744,                0.56006,                0.64238,                0.34951,                  1.327,                 0.5811,                  1.004,               0.001387,               0.001387,               0.001387
                    264,                 1.2824,                0.61845,                0.95818,                 0.8279,                0.55942,                0.64239,                0.34957,                 1.3272,                 0.5813,                 1.0039,               0.001354,               0.001354,               0.001354
                    265,                 1.2762,                0.61366,                0.95706,                 0.8287,                0.55929,                0.64228,                0.34947,                 1.3272,                0.58107,                 1.0039,               0.001321,               0.001321,               0.001321
                    266,                 1.2807,                0.61507,                0.95664,                0.82774,                0.55952,                0.64258,                0.34954,                 1.3272,                0.58129,                 1.0039,               0.001288,               0.001288,               0.001288
                    267,                 1.2714,                0.60982,                0.95798,                0.82847,                0.55928,                0.64241,                0.34979,                 1.3271,                0.58129,                 1.0038,               0.001255,               0.001255,               0.001255
                    268,                 1.2727,                0.61025,                0.95609,                0.83076,                0.55888,                0.64255,                0.34974,                 1.3273,                0.58119,                 1.0039,               0.001222,               0.001222,               0.001222
                    269,                  1.276,                0.61143,                0.95842,                0.82965,                0.55893,                0.64245,                0.34978,                 1.3276,                0.58121,                  1.004,               0.001189,               0.001189,               0.001189
                    270,                 1.2735,                0.61147,                0.95654,                0.82926,                0.55863,                0.64251,                 0.3499,                 1.3277,                0.58163,                 1.0039,               0.001156,               0.001156,               0.001156
                    271,                 1.2714,                0.60847,                0.95571,                0.82997,                0.55854,                0.64248,                0.34989,                 1.3276,                0.58144,                 1.0038,               0.001123,               0.001123,               0.001123
                    272,                 1.2699,                0.61123,                0.95451,                0.82883,                0.55885,                0.64262,                0.35004,                 1.3277,                0.58135,                 1.0038,                0.00109,                0.00109,                0.00109
                    273,                 1.2736,                0.61214,                0.95547,                 0.8288,                0.55873,                0.64279,                0.34999,                 1.3282,                 0.5814,                 1.0039,               0.001057,               0.001057,               0.001057
                    274,                 1.2728,                0.60935,                0.95188,                0.82797,                0.55938,                0.64302,                0.34996,                 1.3284,                0.58143,                 1.0038,               0.001024,               0.001024,               0.001024
                    275,                 1.2681,                0.60683,                0.95302,                  0.829,                0.55918,                0.64317,                0.35002,                 1.3285,                0.58132,                 1.0038,               0.000991,               0.000991,               0.000991
                    276,                 1.2669,                0.60752,                0.95047,                0.82944,                0.55911,                0.64306,                0.35004,                 1.3284,                 0.5811,                 1.0038,               0.000958,               0.000958,               0.000958
                    277,                 1.2623,                0.60315,                0.95131,                 0.8294,                0.55908,                0.64305,                0.34989,                 1.3291,                0.58142,                 1.0038,               0.000925,               0.000925,               0.000925
                    278,                 1.2637,                0.60384,                0.95263,                0.82986,                0.55886,                0.64322,                0.35017,                 1.3288,                0.58149,                 1.0037,               0.000892,               0.000892,               0.000892
                    279,                 1.2565,                0.60197,                 0.9519,                0.82912,                0.55933,                0.64337,                0.35015,                 1.3289,                0.58174,                 1.0037,               0.000859,               0.000859,               0.000859
                    280,                 1.2616,                0.60382,                0.95214,                0.82988,                0.55939,                0.64385,                0.35024,                  1.329,                0.58166,                 1.0037,               0.000826,               0.000826,               0.000826
                    281,                 1.2603,                0.60163,                0.95026,                0.83005,                0.55893,                0.64375,                0.35017,                 1.3292,                 0.5818,                 1.0037,               0.000793,               0.000793,               0.000793
                    282,                  1.258,                0.60086,                0.95107,                0.83006,                0.55914,                0.64401,                0.35048,                 1.3293,                0.58163,                 1.0038,                0.00076,                0.00076,                0.00076
                    283,                  1.259,                0.60176,                 0.9523,                0.82992,                0.55928,                0.64398,                 0.3504,                 1.3294,                0.58141,                 1.0038,               0.000727,               0.000727,               0.000727
                    284,                 1.2575,                0.59749,                0.95011,                0.83031,                0.55918,                0.64389,                0.35026,                 1.3295,                 0.5815,                 1.0038,               0.000694,               0.000694,               0.000694
                    285,                 1.2563,                 0.5975,                0.94853,                0.82958,                0.55977,                 0.6441,                0.35033,                 1.3295,                0.58122,                 1.0037,               0.000661,               0.000661,               0.000661
                    286,                 1.2556,                0.59814,                0.95015,                0.83046,                0.55928,                0.64411,                0.35052,                 1.3297,                0.58101,                 1.0038,               0.000628,               0.000628,               0.000628
                    287,                 1.2569,                0.59836,                0.94949,                0.83075,                0.55859,                0.64377,                0.35045,                 1.3298,                0.58096,                 1.0038,               0.000595,               0.000595,               0.000595
                    288,                 1.2467,                0.59551,                0.94928,                0.83142,                 0.5582,                0.64347,                0.35043,                 1.3301,                  0.581,                 1.0039,               0.000562,               0.000562,               0.000562
                    289,                 1.2488,                0.59376,                0.94848,                0.83046,                 0.5586,                0.64385,                0.35029,                 1.3302,                0.58103,                 1.0039,               0.000529,               0.000529,               0.000529
                    290,                 1.2512,                0.59594,                0.94861,                0.83122,                 0.5579,                0.64364,                0.35038,                 1.3303,                0.58092,                 1.0039,               0.000496,               0.000496,               0.000496
                    291,                 1.2183,                0.55915,                0.94806,                0.83069,                0.55834,                0.64381,                0.35052,                 1.3306,                0.58101,                  1.004,               0.000463,               0.000463,               0.000463
                    292,                 1.2135,                0.55606,                0.94714,                0.83051,                0.55849,                0.64382,                0.35047,                 1.3307,                0.58106,                  1.004,                0.00043,                0.00043,                0.00043
                    293,                 1.2068,                 0.5524,                0.94658,                0.83093,                  0.558,                0.64399,                0.35041,                 1.3307,                0.58107,                  1.004,               0.000397,               0.000397,               0.000397
                    294,                 1.2077,                0.55273,                0.94783,                0.83089,                 0.5579,                0.64375,                0.35043,                 1.3308,                0.58095,                 1.0041,               0.000364,               0.000364,               0.000364
                    295,                 1.2061,                0.55151,                0.94596,                0.83098,                0.55731,                0.64381,                0.35045,                 1.3312,                0.58103,                 1.0042,               0.000331,               0.000331,               0.000331
                    296,                 1.1994,                0.54712,                0.94586,                0.83113,                0.55809,                0.64418,                0.35057,                 1.3312,                 0.5812,                 1.0044,               0.000298,               0.000298,               0.000298
                    297,                 1.1969,                0.54597,                0.94278,                0.83107,                0.55785,                0.64399,                0.35048,                 1.3314,                 0.5811,                 1.0044,               0.000265,               0.000265,               0.000265
                    298,                 1.1968,                0.54484,                0.94344,                0.83156,                0.55785,                0.64394,                0.35043,                 1.3316,                 0.5812,                 1.0045,               0.000232,               0.000232,               0.000232
                    299,                 1.1948,                0.54383,                 0.9427,                0.83074,                 0.5579,                0.64404,                0.35051,                 1.3318,                 0.5812,                 1.0046,               0.000199,               0.000199,               0.000199
                    300,                 1.1984,                0.54449,                0.94156,                0.83123,                0.55839,                0.64426,                0.35051,                 1.3321,                 0.5813,                 1.0047,               0.000166,               0.000166,               0.000166
